plid,centerX,centerY,area,code,dry,elev,slope,aspect,twi,distCcfp,distEwfp,distEwfpO,hhid,rgid,villid,geoDist,ifCcfp,ifCcfpO
4211,378496.2997,3457021.609,1.147695,69,0,788,5.775,178.713,8.213,92.662617,0.094671,0.094671,1455,133,2,2136.782182,1,1
4212,377662.136,3454512.145,1.662952,60,0,681,4.691,6.476,6.874,359.337585,38.994831,38.994831,1531,118,2,302.9600749,0,0
7552,377336.5492,3455059.43,1.947283,69,0,667,11.052,77.706,7.934,350.213199,27.376797,27.376797,1867,128,2,388.7124455,0,0
7553,377388.925,3455011.704,3.229465,69,0,667,11.052,77.706,7.934,335.328852,44.866473,44.866473,1889,135,2,336.636077,0,0
7554,377431.0435,3454982.244,1.743805,69,0,661,8.736,48.196,0.001,311.191041,79.011832,79.011832,1888,135,2,485.4344492,0,0
7555,377444.5434,3454979.168,1.689306,69,0,662,8.757,25.936,11.486,263.840694,49.617146,49.617146,1879,135,2,505.6297376,0,0
7556,377421.2125,3454992.208,1.842125,60,0,656,5.565,51.567,0.001,251.190845,31.741446,31.741446,1879,135,2,474.0667812,0,0
7557,377519.0032,3454931.793,0.728721,60,0,661,8.265,16.645,0.001,233.32624,26.06517,26.06517,1889,135,2,466.7978353,0,0
7558,377362.2798,3455166.626,2.359784,60,0,664,6.567,78.727,8.997,336.787806,53.473027,53.473027,1871,128,2,549.1001537,0,0
7559,377464.204,3454977.637,0.81345,60,0,653,2.417,67.394,0.001,230.872995,12.356091,12.356091,1880,135,2,508.3346086,0,0
7560,377421.1599,3455045.564,3.229127,60,0,655,4.658,70.952,0.001,233.159635,14.423571,14.423571,1879,135,2,446.7852084,0,0
7561,377394.1326,3455118.893,2.438525,69,0,661,7.196,86.521,0.001,323.732027,68.215501,68.215501,1871,128,2,576.4918464,0,0
7562,377453.9992,3455101.595,1.887515,69,0,655,3.971,132.896,0.001,255.634887,8.509235,8.509235,1877,135,2,184.5507065,0,0
7563,377442.6428,3455171.674,1.359951,69,0,662,3.976,124.605,0.001,300.798035,31.101665,31.101665,1875,128,2,578.0150598,0,0
7564,377298.2797,3455165.223,2.679483,60,0,666,4.423,53.429,8.785,422.306653,30.435223,30.435223,1865,128,2,259.3532858,0,0
7565,377324.5589,3455132.647,1.801345,60,0,666,5.001,64.207,8.134,389.472031,41.328083,41.328083,1866,128,2,311.1282475,0,0
7566,377267.2303,3455217.833,1.852313,60,0,666,1.904,77.701,9.922,466.395599,87.343904,87.343904,1865,128,2,210.0721159,0,0
7567,377276.8128,3455233.897,0.688891,60,0,665,1.06,135.733,16.689,412.97198,43.9274,43.9274,1866,128,2,287.7879849,0,0
7568,377251.8701,3455241.088,2.328851,60,0,671,8.521,57.196,8.048,506.737651,26.855723,26.855723,1860,128,2,202.5366204,0,0
7569,377231.9829,3455184.437,0.967291,60,0,671,7.92,44.523,8.681,472.450064,42.193227,42.193227,1864,128,2,205.3103242,0,0
7570,377117.202,3455075.73,0.936673,61,1,695,11.048,59.695,7.455,560.613111,0.733149,0.733149,1869,128,2,118.114789,0,0
7571,377165.9729,3455141.069,0.913741,69,0,687,11.565,54.136,7.297,546.130176,0.377856,0.377856,1858,128,2,207.811386,0,0
7572,377166.9972,3455146.222,1.210292,61,1,692,11.754,61.115,7.509,567.111221,2.245163,2.245163,1869,128,2,126.2914875,0,0
7573,376940.4283,3455110.142,0.365719,60,0,724,12.862,49.144,7.693,735.83058,10.117424,10.117424,1916,120,2,2330.225443,0,0
7574,376986.0066,3455078.457,0.235117,61,1,724,12.862,49.144,7.693,763.42472,3.98971,3.98971,1824,122,2,473.1103787,0,0
7575,376953.352,3455199.058,1.403697,61,1,708,8.998,46.748,8.27,737.955278,2.033068,2.033068,1870,128,2,56.08809363,0,0
7576,377002.366,3455244.892,1.891258,61,1,704,8.994,48.622,7.31,705.37628,1.710491,1.710491,1870,128,2,80.56065723,0,0
7577,376945.0615,3455287.377,1.465081,61,1,712,10.057,121.911,6.913,827.658266,15.937879,15.937879,1874,128,2,423.9656184,0,0
7578,376947.4209,3455375.168,2.044476,60,0,705,10.154,97.705,6.355,770.188986,16.189646,16.189646,1868,128,2,126.6074986,0,0
7579,377040.9986,3455350.405,0.78765,69,0,689,10.366,85.375,6.303,706.424648,1.752679,1.752679,1888,135,2,27.36713742,0,0
7580,376978.4889,3455351.769,2.029967,60,0,699,8.835,94.348,7.266,732.459925,0,0,1884,135,2,63.64790935,0,0
7581,376851.1598,3455260.318,1.240969,61,1,727,10.668,121.47,11.37,931.240201,8.04463,8.04463,1862,128,2,236.2790183,0,0
7582,376942.4298,3455287.72,1.588732,69,0,712,10.057,121.911,6.913,846.200639,3.485055,3.485055,1859,128,2,149.252263,0,0
7583,376904.5859,3455186.722,0.620117,61,1,711,8.648,51.518,7.706,820.848147,3.704771,3.704771,1871,128,2,82.8123537,0,0
7584,376991.5659,3455170.772,1.011265,69,0,715,11.352,45,8,730.096203,7.966818,7.966818,1870,128,2,50.90868895,0,0
7585,377328.848,3454873.543,0.754597,60,0,672,10.199,46.249,7.567,343.309486,12.45309,12.45309,1890,135,2,525.1713533,0,0
7586,377448.6683,3454894.18,1.088532,60,0,673,8.366,32.878,9.282,292.474948,29.249129,29.249129,1885,135,2,534.9273303,0,0
7587,377459.0903,3455007.935,0.87991,60,0,654,3.551,24.131,0.001,211.659828,1.852304,1.852304,1887,135,2,540.3210819,0,0
7588,377564.689,3455167.188,1.131,60,0,661,4.336,165.225,0.001,197.099643,38.342827,38.342827,1507,126,2,1692.835326,0,0
7589,377585.1016,3455153.385,1.026442,69,1,659,4.435,168.013,0.001,174.719497,61.783733,61.783733,1430,127,2,1139.097348,0,0
7590,377620.8053,3455024.207,1.53388,61,1,656,5.488,342.15,0.001,111.856063,50.944301,50.944301,1693,123,2,1472.087403,0,0
7591,377500.0255,3455053.342,1.815274,69,0,653,1.765,191.76,0.001,145.825506,28.407878,28.407878,1498,126,2,1107.097491,0,0
7592,377557.1057,3455181.613,1.824836,69,0,658,4.804,176.059,0.001,124.097869,37.801207,37.801207,1918,120,2,2837.62702,0,0
7593,377661.1125,3455069.465,1.878444,69,0,653,2.269,105.392,0.001,57.630494,14.175642,14.175642,1466,126,2,1097.408039,0,0
7594,377687.1444,3455177.769,1.111721,69,0,659,6.148,142.071,0.001,93.576927,0.633801,0.633801,1498,126,2,1263.899789,0,0
7595,377648.034,3455207.313,1.184918,60,0,664,3.305,117.598,6.108,165.678763,45.768916,45.768916,1833,131,2,443.0007754,0,0
7596,377661.0828,3455144.018,1.286174,60,0,661,5.496,184.502,0.001,138.972491,24.477015,24.477015,1427,127,2,446.3216679,1,1
7597,377644.4643,3455200.653,0.2985,60,0,666,3.347,151.077,5.7,194.538577,72.171278,72.171278,1831,131,2,390.7982386,0,0
7598,377608.2252,3455269.724,0.783225,60,0,663,4.818,183.383,0.001,189.950747,60.200608,60.200608,1842,131,2,475.3484766,0,0
7599,377562.1457,3455322.139,1.572619,61,1,667,3.706,111.4,7.408,262.868468,44.492768,44.492768,1831,131,2,454.2079868,0,0
7600,377670.6423,3455304.338,0.88307,61,1,665,3.098,135.793,8.288,237.325715,37.452948,37.452948,1839,131,2,596.6497424,0,0
7601,377561.7465,3455485.968,1.323813,60,0,673,1.868,81.722,6.108,393.71847,124.633677,124.633677,1838,131,2,699.8172295,0,0
7602,377590.2003,3455447.006,2.311743,60,0,671,1.14,175.325,0.001,349.728504,91.543544,91.543544,1839,131,2,671.7759333,0,0
7603,377589.916,3455407.821,1.927133,60,0,671,1.14,175.325,0.001,353.304664,89.502205,89.502205,1832,131,2,478.7621625,0,0
7604,377592.1881,3455478.128,2.200774,69,0,672,1.278,74.102,7.842,317.943835,96.951591,96.951591,1850,130,2,235.2248275,0,0
7605,377743.4485,3455608.149,2.695909,60,0,680,6.252,251.017,15.003,256.142071,20.834317,20.834317,1669,123,2,63.94033369,0,0
7606,377675.4405,3455643.568,4.512503,60,0,686,3.391,207.15,5.297,239.801471,41.479274,41.479274,1690,123,2,740.7160848,0,0
7607,377762.2531,3455645.92,1.069613,60,0,686,1.132,255.13,16.741,252.531113,56.019872,56.019872,1686,123,2,532.1950186,0,0
7608,377759.0992,3455680.984,1.478514,60,0,687,1.217,233.197,6.802,234.053508,37.515017,37.515017,1624,124,2,306.9733084,0,0
7609,377751.9125,3455708.943,2.668749,60,0,686,2.054,47.408,6.802,252.531113,57.709675,57.709675,1674,123,2,139.9930307,0,0
7610,377672.209,3455783.1,2.840772,60,0,687,2.172,166.656,5.535,342.980445,40.073984,40.073984,1686,123,2,437.6328164,0,0
7611,377678.6677,3455790.179,3.003636,60,0,686,3.836,108.305,0.001,349.939912,45.426035,45.426035,1674,123,2,91.0812774,0,0
7612,377753.6353,3455777.88,2.193631,60,0,683,2.883,35.126,0.001,292.542938,106.511368,106.511368,1618,124,2,267.9543782,0,0
7613,377773.6557,3455848.216,2.465068,60,0,686,4.409,116.628,0.001,361.956007,34.230343,34.230343,1642,124,2,410.5070217,0,0
7614,377709.4418,3455805.371,1.494017,60,0,684,3.653,100.024,0.001,353.220368,101.518982,101.518982,1681,123,2,282.1454145,0,0
7615,377902.686,3455906.574,1.617302,60,0,687,4.805,219.955,0.001,378.005607,89.795595,89.795595,1660,119,2,550.5996458,0,0
7616,377905.8656,3455926.747,2.9447,60,0,685,4.909,216.691,0.001,373.369034,82.386673,82.386673,1633,124,2,276.6814589,0,0
7617,377885.0969,3455860.292,0.531623,60,0,685,4.036,242.105,0.001,368.516941,81.769146,81.769146,1633,124,2,250.177706,0,0
7618,377895.9114,3455913.262,1.467657,60,0,683,4.004,234.274,0.001,362.300113,81.658931,81.658931,1633,124,2,271.7906295,0,0
7619,377829.7863,3455865.487,1.563523,60,0,682,4.035,109.22,0.001,366.635952,91.369532,91.369532,1642,124,2,370.9442944,0,0
7620,377848.6477,3455830.844,1.910688,60,0,680,2.454,154.665,0.001,375.707097,91.766598,91.766598,1646,124,2,276.0789237,0,0
7621,377850.697,3455903.867,1.838938,60,0,685,4.909,216.691,0.001,389.130122,94.178251,94.178251,1619,124,2,314.6363268,0,0
7622,377895.8345,3455923.039,1.570577,60,0,690,6.849,208.372,7.189,453.383502,45.040688,45.040688,1664,119,2,489.7804247,0,0
7623,377854.095,3455986.626,2.339396,60,0,689,5.687,203.764,7.386,452.276897,30.38936,30.38936,1656,119,2,302.9640716,0,0
7624,377798.4578,3455971.417,2.799248,60,0,688,4.168,196.22,9.631,452.331252,28.777027,28.777027,1639,124,2,314.8729656,0,0
7625,377975.4773,3455997.825,1.046858,60,0,700,6.822,204.7,7.274,476.713992,32.803497,32.803497,1649,119,2,55.69179799,0,0
7626,377943.3912,3455997.123,1.970068,60,0,698,6.894,206.068,7.042,453.984596,36.236678,36.236678,1649,119,2,75.72881069,0,0
7627,377912.1763,3455980.676,2.641559,60,0,692,7.097,204.957,6.838,464.383811,48.600949,48.600949,1664,119,2,483.3344177,0,0
7628,378044.1331,3456011.128,2.663616,61,1,703,5.139,198.422,6.443,474.162447,38.929755,38.929755,1648,119,2,144.5719728,0,0
7629,378008.0755,3456032.34,1.500844,60,0,702,6.479,200.826,6.29,469.970946,42.85977,42.85977,1648,119,2,168.9817579,0,0
7630,377937.2648,3455990.683,0.560784,60,0,705,5.828,194.9,6.715,517.626376,32.664743,32.664743,1660,119,2,443.5686719,0,0
7631,378033.1749,3456069.756,1.250569,61,1,705,4.48,178.126,6.111,502.224947,25.283203,25.283203,1666,119,2,154.6450391,0,0
7632,378020.3562,3455965.762,1.070277,69,0,702,5.732,236.329,6.432,410.099632,13.085476,13.085476,1629,124,2,216.5733932,0,0
7633,377983.592,3455878.009,1.374055,69,0,693,5.201,233.595,8.096,328.364038,19.498611,19.498611,1646,124,2,163.6199354,0,0
7634,377981.109,3455914.904,1.875077,69,0,695,6.146,228.728,6.814,352.129342,17.646275,17.646275,1629,124,2,220.5210653,0,0
7635,377951.8757,3455939.545,1.017125,60,0,690,5.409,233.683,12.789,391.489305,78.823882,78.823882,1665,119,2,356.983711,0,0
7636,377932.4102,3455840.265,0.825832,60,0,688,3.3,258.381,10.658,336.881779,32.294833,32.294833,1634,124,2,172.959733,0,0
7637,377983.4226,3455839.164,1.123268,60,0,689,4.405,244.071,8.328,346.826765,54.239206,54.239206,1634,124,2,201.7029184,0,0
7638,377939.2003,3455816.205,0.923096,60,0,688,2.662,271.24,11.352,302.528314,19.486616,19.486616,1645,124,2,157.2214993,0,0
7639,377977.1893,3455813.78,1.01076,60,0,687,3.008,281.897,0.001,292.288427,1.510207,1.510207,1623,124,2,171.810663,0,0
7640,377958.2133,3455854.891,2.135837,60,0,687,3.524,267.355,0.001,331.914669,47.221432,47.221432,1623,124,2,223.249287,0,0
7641,377793.5988,3455772.993,1.403406,60,0,681,3.423,309.079,0.001,316.777567,65.778676,65.778676,1618,124,2,224.1628145,0,0
7642,377906.1428,3455783.021,3.417297,60,0,685,3.68,272.782,0.001,327.616567,34.003908,34.003908,1623,124,2,218.5615609,0,0
7643,377878.7237,3455738.798,1.134974,60,0,683,4.048,323.171,0.001,298.652835,64.359402,64.359402,1618,124,2,214.8221421,0,0
7644,377862.0576,3455763.691,1.230076,69,0,685,3.737,313.139,0.001,289.967129,32.625135,32.625135,1621,124,2,225.2807314,0,0
7645,377795.8885,3455860.796,1.143205,60,0,681,3.423,309.079,0.001,327.676042,69.635643,69.635643,1646,124,2,231.0804093,0,0
7646,377869.1344,3455823.391,1.045447,60,0,685,3.374,295.19,0.001,316.375085,30.766201,30.766201,1621,124,2,213.089301,0,0
7647,377894.9996,3455763.077,0.84173,60,0,687,2.291,289.315,6.802,290.219423,0,0,1622,124,2,187.6829421,0,0
7648,377830.5532,3455726.172,1.289442,60,0,686,2.569,319.011,0.001,267.356784,29.099113,29.099113,1627,124,2,266.2055323,0,0
7649,377868.1325,3455713.223,1.351926,60,0,685,3.509,330.916,0.001,256.632025,44.734515,44.734515,1622,124,2,235.1024876,0,0
7650,377883.9075,3455531.752,2.035048,60,0,686,3.132,267.438,7.554,74.03882,0,0,1619,124,2,396.1988452,0,0
7651,377915.8114,3455662.821,0.78466,60,0,688,3.879,273.564,9.051,152.479065,0,0,1630,124,2,362.329202,0,0
7652,377914.3186,3455649.107,1.366964,60,0,685,1.314,261.655,0.001,124.788384,0,0,1630,124,2,410.0299201,0,0
7653,377837.0057,3455566.457,1.045317,60,0,682,2.805,222.628,10.568,148.032022,31.114269,31.114269,1611,124,2,140.6210016,0,0
7654,377865.5271,3455634.368,1.191198,60,0,684,3.302,210.172,7.402,161.331677,5.539781,5.539781,1611,124,2,142.9953356,0,0
7655,377827.8358,3455589.675,1.497127,60,0,686,2.145,170.284,5.996,144.668139,15.805037,15.805037,1611,124,2,126.8429039,0,0
7656,377870.5364,3455616.028,0.942494,60,0,685,1.491,220.206,6.455,117.456561,31.506204,31.506204,1612,124,2,89.51108018,0,0
7657,377857.2013,3455467.819,1.541075,60,0,682,2.349,244.611,6.455,79.459415,0,0,1646,124,2,276.9489626,0,0
7658,377827.9224,3455378.21,1.550944,60,0,678,2.649,272.355,11.819,117.228449,40.413891,40.413891,1425,127,2,38.5674278,1,1
7659,377853.4514,3455428.732,2.39807,60,0,678,2.649,272.355,11.819,117.574767,58.136301,58.136301,1425,127,2,42.27405325,1,1
7660,377868.5073,3455499.218,2.076312,60,0,681,2.134,243.435,6.455,88.403618,0,0,1617,124,2,267.9831757,0,0
7661,377916.2617,3455465.975,0.861146,60,0,684,3.158,247.886,6.798,54.753794,4.157356,4.157356,1611,124,2,85.33898989,0,0
7662,377880.0244,3455482.78,1.005843,60,0,683,3.783,227.124,6.46,62.654464,40.255353,40.255353,1609,124,2,112.1131366,0,0
7663,377897.6612,3455469.196,1.409887,60,0,685,5.247,251.556,9.692,9.349895,21.07509,21.07509,1609,124,2,89.34805913,0,0
7664,377894.8724,3455539.034,1.868348,60,0,686,4.23,250.13,5.996,11.779559,2.177267,2.177267,1609,124,2,60.42393198,0,0
7665,377945.6789,3455491.238,0.650208,60,0,686,5.832,242.684,8.411,5.039071,3.631606,3.631606,1610,124,2,55.64068987,0,0
7666,377959.8337,3455390.736,0.64751,60,0,687,5.36,256.326,9.965,5.035435,12.435053,12.435053,1417,127,2,395.6919235,1,1
7667,377895.0657,3455347.794,0.790645,60,0,684,5.574,307.099,6.527,107.766311,15.682236,15.682236,1418,127,2,501.1100863,1,1
7668,377901.3082,3455353.905,1.702262,60,0,682,5.173,307.795,7.382,93.785346,5.261086,5.261086,1414,127,2,533.934801,1,1
7669,377949.7716,3455386.407,0.859527,60,0,689,5.509,320.703,6.621,28.324071,5.032546,5.032546,1426,127,2,188.3012142,0,0
7670,377858.2526,3455418.932,1.225126,60,0,681,3.638,268.174,10.494,56.134409,67.611913,67.611913,1614,124,2,236.8282152,0,0
7671,377834.7108,3455402.026,1.48618,60,0,681,3.614,237.328,10.417,50.932766,60.341323,60.341323,1613,124,2,137.9509346,0,0
7672,377819.2528,3455339.577,0.979749,60,0,677,3.374,277.998,7.939,178.037521,49.532816,49.532816,1426,127,2,52.42469526,0,0
7673,377861.7044,3455386.044,2.048019,60,0,680,4.572,308.174,7.145,125.104377,42.804487,42.804487,1414,127,2,582.585026,1,1
7674,377715.4033,3455338.442,0.857453,60,0,670,7.538,239.509,7.6,217.796543,8.365982,8.365982,1423,127,2,660.0189816,1,1
7675,377782.251,3455326.268,0.88864,60,0,678,5.348,276.153,5.843,194.894422,44.193822,44.193822,1418,127,2,528.8116805,1,1
7676,377754.7636,3455256.454,1.039279,60,0,681,5.861,276.494,6.583,174.869479,41.093564,41.093564,1423,127,2,592.7397353,1,1
7677,377813.1606,3455066.125,1.181285,60,0,656,5.051,274.156,0.001,33.946101,25.055973,25.055973,1421,127,2,61.92927026,1,1
7678,377874.3878,3455103.242,1.324663,69,0,662,8.133,255.221,0.001,54.589688,2.565334,2.565334,1421,127,2,56.81451527,1,1
7679,377786.8949,3454970.237,0.868851,60,0,662,4.95,272.019,0.001,44.661338,44.767318,44.767318,1918,120,2,3068.769193,0,0
7680,377792.042,3455021.654,1.356767,60,0,659,4.536,289.542,0.001,15.196123,28.419461,28.419461,1813,122,2,1438.617957,0,0
7681,377857.8614,3455017.072,1.549425,60,0,664,3.794,252.038,0.001,86.361571,19.597746,19.597746,1534,118,2,298.8314039,0,0
7682,378169.1938,3455129.143,1.638829,60,0,691,5.212,249.573,8.558,59.428049,0,0,1420,127,2,186.4417556,0,0
7683,378204.4355,3455083.595,1.589477,60,0,689,5.584,258.9,8.461,60.440625,0,0,1417,127,2,306.2944856,1,1
7684,378160.1256,3455061.278,0.765085,60,0,687,4.391,254.892,9.097,41.429053,15.524109,15.524109,1417,127,2,297.1780165,1,1
7685,378126.698,3455102.738,0.798566,60,0,690,5.469,252.913,8.646,59.36662,0,0,1420,127,2,179.6101115,0,0
7686,378107.547,3455065.6,1.212013,60,0,685,3.996,253.513,9.489,17.459471,0,0,1419,127,2,73.91462783,0,0
7687,378201.683,3455317.145,1.772909,60,0,700,6.595,196.656,7.266,87.874536,2.181536,2.181536,1458,133,2,780.5864459,0,0
7688,378539.6097,3455302.026,0.785096,69,0,735,17.302,222.986,6.563,245.888423,5.106179,5.106179,1423,127,2,158.3657689,1,1
7689,378497.9995,3455298.554,2.047889,69,0,735,18.244,228.704,6.717,201.052758,0,0,1423,127,2,119.0498559,1,1
7690,378506.4485,3455312.007,2.487931,69,0,742,20.897,227.036,6.163,180.09044,0,0,1423,127,2,97.1606923,1,1
8071,377646.5426,3456008.229,2.25736,60,0,691,4.388,140.508,8.316,596.428817,3.134201,3.134201,1688,123,2,151.0824394,0,0
8072,377669.9873,3455990.417,1.946751,60,0,689,1.675,101.495,0.001,550.24465,21.775925,21.775925,1690,123,2,418.6240574,0,0
8073,377658.1672,3455935.477,1.469011,60,0,689,0.499,17.572,11.883,529.407122,22.034928,22.034928,1669,123,2,385.5530033,0,0
8074,377717.4494,3455949.837,1.38192,69,0,688,0.972,124.31,0.001,545.684657,1.239081,1.239081,1692,123,2,419.944443,0,0
8075,377584.3137,3456050.737,0.988558,60,0,691,4.005,140.341,8.865,611.191485,15.326497,15.326497,1685,123,2,165.3221474,0,0
8076,377601.7069,3455992.242,1.32728,60,0,690,3.799,163.763,8.843,596.861679,1.177754,1.177754,1686,123,2,179.7863373,0,0
8077,377654.4803,3455952.711,0.994625,60,0,689,1.618,144.812,6.049,563.882883,42.634214,42.634214,1677,123,2,164.4110484,0,0
8078,377611.6556,3455899.019,1.877873,60,0,688,2.527,238.017,10.512,515.744124,48.838162,48.838162,1669,123,2,352.5167599,0,0
8079,377569.5874,3455925.501,1.005419,60,0,684,6.55,252.009,6.726,505.299555,25.393425,25.393425,1682,123,2,295.8815295,0,0
8080,377658.2685,3455847.604,1.291538,60,0,688,5.283,254.877,6.159,489.540453,15.232187,15.232187,1682,123,2,299.4169267,0,0
8081,377475.5232,3455944.8,0.843646,69,0,684,7.47,160.656,9.355,607.022011,2.925463,2.925463,1672,123,2,400.5158736,0,0
8082,377648.638,3455683.744,1.84523,60,0,677,6.629,210.517,7.221,384.314151,43.491636,43.491636,1679,123,2,141.9926141,0,0
8083,377674.3051,3455712.134,1.547912,60,0,677,7.81,226.455,7.273,331.803834,77.712307,77.712307,1679,123,2,187.8082967,0,0
8084,377419.6142,3455581.959,0.83045,60,0,676,6.946,128.273,6.074,522.321003,60.733204,60.733204,1853,130,2,123.3593612,0,0
8085,377431.0399,3455522.287,1.177335,60,0,673,5.591,124.556,6.512,501.667525,69.453556,69.453556,1853,130,2,142.200195,0,0
8086,377388.4998,3455468.244,2.554833,60,0,670,3.068,143.04,0.001,466.170818,19.760409,19.760409,1850,130,2,92.07796541,0,0
8087,377485.8957,3455481.019,1.026591,60,0,670,2.09,161.632,0.001,477.914001,95.698284,95.698284,1843,130,2,113.2055341,0,0
8088,377417.6898,3455580.775,1.224213,61,1,681,7.092,131.386,5.184,527.977436,82.61125,82.61125,1770,117,2,271.7632338,0,0
8089,377360.4855,3455664.513,0.810383,61,1,683,3.972,178.048,5.76,564.624762,74.206245,74.206245,1766,117,2,168.9157153,0,0
8090,377348.5033,3455690.661,1.702276,61,1,684,3.235,186.45,5.996,564.617985,82.890363,82.890363,1778,117,2,198.1885441,0,0
8091,377331.5386,3455708.048,0.844511,61,1,684,3.235,186.45,5.996,587.005862,102.102533,102.102533,1762,117,2,101.3370102,0,0
8092,377461.5397,3455613.01,1.840301,60,0,677,9.645,122.966,5.888,493.970852,30.825246,30.825246,1784,117,2,575.2667851,0,0
8093,377450.3701,3455565.575,1.430219,60,0,669,4.307,84.984,0.001,453.844741,93.307582,93.307582,1768,117,2,384.8216757,0,0
8094,377471.7478,3455631.301,1.164785,60,0,672,8.881,124.263,7.361,479.345862,44.129367,44.129367,1784,117,2,589.0423095,0,0
8095,377493.2704,3455544.283,1.069526,60,0,672,6.47,112.457,7.071,476.076661,96.347744,96.347744,1767,117,2,344.163372,0,0
8096,377420.5026,3455575.452,1.160684,60,0,670,2.438,125.94,0.001,455.571493,118.716442,118.716442,1773,117,2,342.2960096,0,0
8097,377486.2825,3455568,1.55362,60,0,672,6.47,112.457,7.071,486.588189,80.986318,80.986318,1777,117,2,587.2385382,0,0
8098,377430.811,3455521.498,1.657674,60,0,671,2.792,280.288,0.001,455.755594,98.282516,98.282516,1843,130,2,122.6852652,0,0
8099,376914.4898,3453684.637,1.187943,60,0,719,5.613,329.814,7.489,2.040512,1.998748,1.998748,1475,126,2,130.9139818,0,0
8100,376911.0046,3453681.595,0.724383,60,0,720,8.225,155.554,10.278,14.863454,3.70232,3.70232,1480,126,2,260.0385763,0,0
8101,376889.5498,3453642.726,1.054224,60,0,725,8.513,113.076,9.865,35.954411,0,0,1475,126,2,124.2954596,0,0
8102,376793.015,3453509.515,0.914055,69,0,749,7.173,28.141,8.393,5.385138,1.027542,1.027542,1464,126,2,600.0324296,0,0
8103,376766.8729,3453478.464,1.030777,61,1,746,5.897,39.243,10.478,7.990298,5.384022,5.384022,1496,126,2,611.0949862,0,0
8104,377400.0252,3453948.204,0.905174,60,0,676,1.882,257.273,0.001,313.064372,0.578521,0.578521,1462,126,2,403.2895447,0,0
8105,377412.2973,3453918.505,1.323218,60,0,678,3.519,312.127,0.001,284.350683,0,0,1462,126,2,419.1982913,0,0
8106,377508.1455,3454322.256,1.487555,60,0,674,8.561,134.649,0.001,548.672914,27.574816,27.574816,1523,118,2,466.5294758,0,0
8107,377546.7886,3454249.778,1.848149,60,0,669,4.742,158.007,0.001,566.889243,18.073996,18.073996,1523,118,2,524.3384636,0,0
8108,377615.562,3454499.201,1.744023,60,0,686,3.102,293.918,7.842,435.908244,44.543747,44.543747,1522,118,2,323.5754894,0,0
8109,377737.811,3454712.728,1.001648,61,1,663,7.68,49.282,15.322,188.115671,55.212698,55.212698,1523,118,2,123.3728286,0,0
8110,377816.3049,3454694.387,0.749837,69,1,657,5.65,62.231,0.001,165.598251,48.624042,48.624042,1529,118,2,313.4360182,0,0
8111,377778.0302,3454751.354,0.737783,60,0,657,6.11,44.087,0.001,190.596085,53.979948,53.979948,1544,118,2,231.4092155,0,0
8112,377827.3509,3454651.97,1.198247,69,0,660,7.41,46.446,0.001,183.208143,39.963598,39.963598,1535,118,2,153.7748086,0,0
8113,377796.2293,3454669.032,1.225104,60,0,657,6.11,44.087,0.001,208.119154,40.19675,40.19675,1536,118,2,154.6302477,0,0
8114,377860.1187,3454758.302,2.467392,60,0,655,3.685,177.853,0.001,166.275165,33.457573,33.457573,1517,118,2,136.1235097,0,0
8115,377911.1743,3454783.951,1.859384,60,0,655,3.238,173.083,0.001,201.064171,25.582344,25.582344,1520,118,2,262.7592183,0,0
8116,377980.9773,3454857.03,1.232876,60,0,657,4.753,196.729,0.001,238.741603,24.284067,24.284067,1540,118,2,165.1558878,0,0
8117,379099.6116,3455323.573,0.491196,61,1,728,14.015,148.028,6.971,616.265761,0,0,1439,133,2,474.3986183,0,0
8118,379125.0541,3455274.891,0.720946,61,1,719,9.804,144.761,7.43,583.657241,4.367848,4.367848,1821,122,2,1707.043829,0,0
8119,379116.6452,3455009.943,1.626848,60,0,703,4.229,192.913,12.943,396.149597,5.466423,5.466423,1434,133,2,300.9122463,0,0
8120,379118.7068,3455097.079,0.548846,60,0,708,3.7,186.69,6.156,463.633509,28.406052,28.406052,1436,133,2,225.8881289,0,0
8121,379070.1904,3455154.788,1.586042,60,0,708,3.7,186.69,6.156,460.086865,13.75447,13.75447,1436,133,2,236.0520206,0,0
8122,379279.2702,3454894.63,0.999413,60,0,714,6.877,332.716,8.266,233.265204,0,0,1441,133,2,357.8105706,0,0
8123,379261.9559,3454913.779,1.143937,60,0,707,5.349,312.172,9.877,275.9666,4.154981,4.154981,1441,133,2,295.4622573,0,0
8186,377561.2711,3455691.551,2.082691,60,0,671,5.921,223.334,0.001,355.166952,66.00841,66.00841,1670,123,2,148.7222626,0,0
8187,377560.1932,3455608.557,1.791827,60,0,667,3.92,165.388,0.001,412.084666,53.116394,53.116394,1692,123,2,771.8274713,0,0
8188,377560.0306,3455606.23,1.339076,60,0,666,1.994,143.639,0.001,404.089886,87.673938,87.673938,1857,130,2,225.7154203,0,0
8189,377524.9073,3455526.191,1.706338,60,0,667,3.394,120.952,0.001,397.194015,110.580746,110.580746,1857,130,2,203.7591355,0,0
8190,377497.6672,3455547.57,1.657907,60,0,670,4.504,29.068,0.001,392.261707,140.056327,140.056327,1857,130,2,182.1937642,0,0
8191,377564.9502,3455466.393,1.031947,60,0,672,3.268,21.04,6.108,391.978237,149.954502,149.954502,1857,130,2,165.5154453,0,0
8192,377572.2645,3455486.387,1.194503,60,0,672,3.268,21.04,6.108,391.990888,136.07368,136.07368,1850,130,2,202.5828976,0,0
